staging_id,candidate_name,city,region,original_source,original_source_tier,cartescolaire_name,cartescolaire_id,match_type,match_confidence,live_match,duplicate_signal,recommended_decision,reason
858eecac-76f7-40a8-ae2c-73052b722b10,COLLEGE CHARLES DE GAULLE,Douala,Littoral,https://memoirelittoral0.jimdofree.com/secondaire/littoral/colleges-prives-laics/,TIER3,COLLEGE CHARLES DE GAULLE,14280754,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. nom exact mais matricule cartescolaire de schema DIGIT_PREFIX (region non decodable, voir SPRINT MINESEC V1.1) - geographie non verifiable independamment, pas de conflit connu"
a29dca3f-37f6-45bd-b66e-4765ba9f5cb0,COLLEGE CHRISTINA,Douala,Littoral,https://memoirelittoral0.jimdofree.com/secondaire/littoral/colleges-prives-laics/,TIER3,COLLEGE CHRISTINA,14280755,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. nom exact mais matricule cartescolaire de schema DIGIT_PREFIX (region non decodable, voir SPRINT MINESEC V1.1) - geographie non verifiable independamment, pas de conflit connu"
9c87ac95-9eba-4caa-a980-79782e3cab2b,COLLEGE DE LA RESPONSABILITE,Douala,Littoral,https://memoirelittoral0.jimdofree.com/secondaire/littoral/colleges-prives-laics/,TIER3,COLLEGE DE LA RESPONSABILITE,14280623,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. nom exact mais matricule cartescolaire de schema DIGIT_PREFIX (region non decodable, voir SPRINT MINESEC V1.1) - geographie non verifiable independamment, pas de conflit connu"
3c77ad32-42f6-43c5-bd0f-a43923e6b655,COLLEGE DE LA RETRAITE EDINGELE,Douala,Littoral,https://memoirelittoral0.jimdofree.com/secondaire/littoral/colleges-prives-laics/,TIER3,COLLEGE BILINGUE LA RETRAITE EDINGELE,14280746,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. chevauchement de mots fort (100%), region non decodable (schema DIGIT_PREFIX) mais aucun conflit"
35dbc7ad-bf07-4f36-9236-9b46b3ca4842,FONDATION KAMTCHOUM-NDAMI COLLEGE,Douala,Littoral,https://memoirelittoral0.jimdofree.com/secondaire/littoral/colleges-prives-laics/,TIER3,COLLEGE PRIVE LAIC FONDATION KAMTCHOUM-NDAMI,14280648,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. chevauchement de mots fort (100%), region non decodable (schema DIGIT_PREFIX) mais aucun conflit"
5f2025db-8c83-4b8f-9e5b-8c4fea8a05a2,Lycée Technique de Bonadoumbè,Douala,Littoral,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,TIER3,LYCEE TECHNIQUE BILINGUE BONADOUMBE,LT58097L33,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. chevauchement de mots fort (100%) + region cartescolaire coherente (Littoral)"
04408274-1ce0-4891-a8a5-8486eed17427,COLLEGE BILINGUE EXCELLENCE TERCIO,Douala,Littoral,https://www.inovedu.net/fr/schooldirectory/schools/cameroon/douala/secondaire/college-bilingue-excellence-tercio,TIER3,COLLEGE BILINGUE EXCELLENCE TERCIO,14280613,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. nom exact mais matricule cartescolaire de schema DIGIT_PREFIX (region non decodable, voir SPRINT MINESEC V1.1) - geographie non verifiable independamment, pas de conflit connu"
26602a4d-3f48-4f42-8278-a5f50d2923f0,COLLEGE POLYVALENT BILINGUE BAHO,Douala,Littoral,https://www.inovedu.net/fr/schooldirectory/schools/cameroon/douala/secondaire/college-polyvalent-bilingue-baho,TIER3,COLLEGE POLYVALENT BILINGUE BAHO,14280770,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. nom exact mais matricule cartescolaire de schema DIGIT_PREFIX (region non decodable, voir SPRINT MINESEC V1.1) - geographie non verifiable independamment, pas de conflit connu"
369770b6-38e4-41e8-9947-65b32fab8512,Lycée Bilingue de Nkoleton,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-publics/,TIER3,,,NO_OFFICIAL_MATCH,NONE,,,SOURCE_REVIEW,"aucun signal cartescolaire - reste bloque sur la qualite de source initiale (Tier 3), inchange depuis R.3"
29c8df48-98f4-4229-b6de-4c992be66fa7,Lycée Technique Charles Atangana,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/technique-ca/,TIER3,LYCEE TECHNIQUE CHARLES ATANGANA,CE41357L34,OFFICIAL_EXACT,HIGH,,,CLEAN_APPROVABLE,"nom exact + region coherente confirmees contre cartescolaire.cm (source officielle MINESEC) - aucun match live, aucun doublon, aucune ambiguite. nom exact + region cartescolaire (Centre) coherente avec la ville candidate (Yaoundé -> Centre)"
c9f8eb0b-eea8-4868-853a-9ee7b6fdae75,Lycée d'Afan Oyoa,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-publics/,TIER3,,,NO_OFFICIAL_MATCH,NONE,,,SOURCE_REVIEW,"aucun signal cartescolaire - reste bloque sur la qualite de source initiale (Tier 3), inchange depuis R.3"
54877dae-8e1f-4fac-ae25-fd3ffc62e9fd,Lycée Technique Industriel et Commercial Bilingue,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-publics/,TIER3,LYCEE TECHNIQUE INDUSTRIEL ET COMMERCIAL DE SA&#039;A,CE21325L89,OFFICIAL_STRONG,HIGH,,matricule cartescolaire CE21325L89 egalement revendique par 2 autre(s) candidat(s) staging,DUPLICATE_REVIEW,matricule cartescolaire CE21325L89 egalement revendique par 2 autre(s) candidat(s) staging
ed845d5a-f589-4182-a44f-012185c3a5c3,Lycée Technique d'Afan Oyoa,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-publics/,TIER3,,,NO_OFFICIAL_MATCH,NONE,,,SOURCE_REVIEW,"aucun signal cartescolaire - reste bloque sur la qualite de source initiale (Tier 3), inchange depuis R.3"
34c653cb-bb8a-40de-bff4-9f97be993e5b,Lycée Bilingue d'Essos,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-publics/,TIER3,,,NO_OFFICIAL_MATCH,NONE,,,SOURCE_REVIEW,"aucun signal cartescolaire - reste bloque sur la qualite de source initiale (Tier 3), inchange depuis R.3"
a838f199-6514-4598-b9a2-dacb5041c0fe,Collège Jean Tabi,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,TIER3,COLLEGE JEAN TABI ETOUDI,11060130,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. chevauchement de mots fort (100%), region non decodable (schema DIGIT_PREFIX) mais aucun conflit"
597e6376-f70d-46bf-8db3-1618656f25ab,Collège Bénoit XVI,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,TIER3,CEGTI SAINT BENOIT DE TALA,11130031,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. chevauchement de mots fort (100%), region non decodable (schema DIGIT_PREFIX) mais aucun conflit"
57c13a2e-9dda-4071-a284-a7e92c17fd7b,Collège Benigna d'Etoudi,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,TIER3,COLLEGE BENIGNA D&#039;ETOUDI,11060118,OFFICIAL_STRONG,HIGH,,matricule cartescolaire 11060118 egalement revendique par 2 autre(s) candidat(s) staging,DUPLICATE_REVIEW,matricule cartescolaire 11060118 egalement revendique par 2 autre(s) candidat(s) staging
e2d2aea9-1a8a-460a-b824-336000e4ff2f,Collège Notre-Dame de Mimetala,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,TIER3,COLLEGE NOTRE DAME DE MIMETALA,11080070,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. nom exact mais matricule cartescolaire de schema DIGIT_PREFIX (region non decodable, voir SPRINT MINESEC V1.1) - geographie non verifiable independamment, pas de conflit connu"
364585f3-261c-48d2-a3f8-c685bdf1b274,Collège Benisuza,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,TIER3,COMPLEXE ACADEMIQUE BILINGUE BENISUZA,11060282,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. chevauchement de mots fort (100%), region non decodable (schema DIGIT_PREFIX) mais aucun conflit"
b31aea1f-d191-4e11-bc99-21ab49892dd1,Collège St Joseph de Messa Mvelé,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,TIER3,COLLEGE SAINT JOSEPH DE MESSA-MVELE,11080069,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. chevauchement de mots fort (100%), region non decodable (schema DIGIT_PREFIX) mais aucun conflit"
09d0f53a-4bc4-4b2a-a6c3-bf795deb7714,Collège Notre-Dame des Victoires,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,TIER3,COLLEGE NOTRE DAME DES VICTOIRES,11060330,OFFICIAL_STRONG,HIGH,,matricule cartescolaire 11060330 egalement revendique par 1 autre(s) candidat(s) staging,DUPLICATE_REVIEW,matricule cartescolaire 11060330 egalement revendique par 1 autre(s) candidat(s) staging
7551ab3a-59fc-4cfd-870f-73e58d037428,Institut René Graffin,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,TIER3,INSTITUT MGR RENE GRAFFIN,11060436,OFFICIAL_STRONG,HIGH,,matricule cartescolaire 11060436 egalement revendique par 1 autre(s) candidat(s) staging,DUPLICATE_REVIEW,matricule cartescolaire 11060436 egalement revendique par 1 autre(s) candidat(s) staging
8f6415f7-d4f7-48a8-ba8e-3aeb148a1479,CETIF Benigna,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,TIER3,COLLEGE BENIGNA D&#039;ETOUDI,11060118,OFFICIAL_STRONG,HIGH,,matricule cartescolaire 11060118 egalement revendique par 2 autre(s) candidat(s) staging,DUPLICATE_REVIEW,matricule cartescolaire 11060118 egalement revendique par 2 autre(s) candidat(s) staging
9641eb2e-5bc3-408b-86b2-1f12c38803d5,CETI Jeanne Alegué,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,TIER3,CETI JEANNE ALEGUE MESSI,11060202,OFFICIAL_STRONG,HIGH,,matricule cartescolaire 11060202 egalement revendique par 1 autre(s) candidat(s) staging,DUPLICATE_REVIEW,matricule cartescolaire 11060202 egalement revendique par 1 autre(s) candidat(s) staging
b4c66003-169b-4f9b-80cf-cbbfca487ad2,CETIG Bénédictin du Mt Febé,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,TIER3,CETIG SACRE-COEUR MOKOLO,11060183,OFFICIAL_PROBABLE,MEDIUM,,,OFFICIAL_CORROBORATED_REVIEW,"signal officiel present mais ambigu - reste en revue humaine, jamais auto-promu (paragraphe 9). chevauchement de mots partiel (33%), signal insuffisant pour STRONG"
a3a8ff52-2214-445e-961f-4f68cbd04ccb,GOPAL BILINGUAL SECONDARY SCHOOL,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,GOPAL BILINGUAL INTERNATIONAL COLLEGE,11060164,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. chevauchement de mots fort (100%), region non decodable (schema DIGIT_PREFIX) mais aucun conflit"
7a48f1e0-5288-430e-8ee4-72cc24ca6454,ACADEMIC COLLEGE OF EXCELLENCE,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,ACADEMIC COLLEGE OF EXCELLENCE,11060110,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. nom exact mais matricule cartescolaire de schema DIGIT_PREFIX (region non decodable, voir SPRINT MINESEC V1.1) - geographie non verifiable independamment, pas de conflit connu"
8adeea6d-52c3-4186-a9cf-788c942ed374,BILIK-CITY BILINGUAL COMPLEX,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,BILIK-CITY BILINGUAL COLLEGE,11060112,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. chevauchement de mots fort (67%), region non decodable (schema DIGIT_PREFIX) mais aucun conflit"
18cfbc19-27e1-46f1-be7e-86dde2aa7f05,COLLEGE BILINGUE PRIVE LAIC WILLIAN BOOTH,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,COLLEGE BILINGUE WILLIAM BOOTH,11060121,OFFICIAL_PROBABLE,MEDIUM,,,OFFICIAL_CORROBORATED_REVIEW,"signal officiel present mais ambigu - reste en revue humaine, jamais auto-promu (paragraphe 9). chevauchement de mots partiel (50%), signal insuffisant pour STRONG"
3d9b17ff-165f-4588-a60b-5ac61d013555,COLLEGE BILINGUE SEAT OF WISDOM,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,OUR LADY SEAT OF WISDOM COLLEGE FONTEM,19581218,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. chevauchement de mots fort (100%), region non decodable (schema DIGIT_PREFIX) mais aucun conflit"
d175b046-532f-4397-971f-649df9870626,COLLEGE BILINGUE SIBAFO,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,COLLEGE BILINGUE SIBAFO,11060120,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. nom exact mais matricule cartescolaire de schema DIGIT_PREFIX (region non decodable, voir SPRINT MINESEC V1.1) - geographie non verifiable independamment, pas de conflit connu"
0c7c6bc1-bb03-4bc9-aebe-8961a375617b,COLLEGE FIDO,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,COLLEGE FIDO,11060127,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. nom exact mais matricule cartescolaire de schema DIGIT_PREFIX (region non decodable, voir SPRINT MINESEC V1.1) - geographie non verifiable independamment, pas de conflit connu"
5b57572c-de6b-429b-9c7b-86d06ca86be9,COLLEGE IPLEX EDUCATION,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,IPLEX EDUCATION,11060177,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. chevauchement de mots fort (100%), region non decodable (schema DIGIT_PREFIX) mais aucun conflit"
ae93f779-c630-4d15-bcb3-e9e05ac9742f,COLLEGE PENIEL,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,COLLEGE PENIEL,11060134,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. nom exact mais matricule cartescolaire de schema DIGIT_PREFIX (region non decodable, voir SPRINT MINESEC V1.1) - geographie non verifiable independamment, pas de conflit connu"
1df14bdc-5bfc-4a27-a141-21162ae6c49d,COLLEGE PRIVE BILINGUE LES PIERRES PRECIEUSES,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,COLLEGE BILINGUE LES PIERRES PRECIEUSES,11060119,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. chevauchement de mots fort (100%), region non decodable (schema DIGIT_PREFIX) mais aucun conflit"
805375b3-eee6-4cd7-bc2b-821482efcd86,COLLEGE PRIVE LAÏC CHARLES MBAKOP,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,COLLEGE CHARLES ET THERESE MBAKOP,11060123,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. chevauchement de mots fort (100%), region non decodable (schema DIGIT_PREFIX) mais aucun conflit"
3ab9ad68-123f-4118-8632-a96635b95979,COLLEGE PRIVE LAÏC L'EMERGENCE,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,COLLEGE PRIVE LAIC L&#039;EMERGENCE,11060140,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. chevauchement de mots fort (100%), region non decodable (schema DIGIT_PREFIX) mais aucun conflit"
d48e0d60-6af9-4308-a468-4189698dde6b,COLLEGE PRIVE LAÏC LA FORGE,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,COLLEGE PRIVE LAIC LA FORGE,11060137,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. nom exact mais matricule cartescolaire de schema DIGIT_PREFIX (region non decodable, voir SPRINT MINESEC V1.1) - geographie non verifiable independamment, pas de conflit connu"
5386b0c3-86a4-4d69-9c20-d4c1d118946a,COLLEGE PRIVE LAÏC MARCEL BAYARDON,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,INSTITUT BILINGUE MARCEL BAYARDON,11060169,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. chevauchement de mots fort (100%), region non decodable (schema DIGIT_PREFIX) mais aucun conflit"
d6f37126-a526-415f-ace4-c7aa5b174864,COLLEGE PRIVE LAÏC MVOM-NNAM,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,COLLEGE PRIVE LAIC MVOM NNAM,11060142,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. nom exact mais matricule cartescolaire de schema DIGIT_PREFIX (region non decodable, voir SPRINT MINESEC V1.1) - geographie non verifiable independamment, pas de conflit connu"
46cd8388-0d71-4b7f-93f4-89589c57a4ec,COLLEGE SOCRATE ELANDI,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,COLLEGE SOCRATE ELANDI,11060145,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. nom exact mais matricule cartescolaire de schema DIGIT_PREFIX (region non decodable, voir SPRINT MINESEC V1.1) - geographie non verifiable independamment, pas de conflit connu"
661f12ac-1b75-4386-bd77-e6b84addea61,COMPLEXE SCOLAIRE BILINGUE METENOU,Yaoundé,Centre,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,TIER3,COMPLEXE SCOLAIRE BILINGUE METENOU,11060151,OFFICIAL_STRONG,HIGH,,,CLEAN_APPROVABLE,"identite fortement alignee, aucun conflit detecte. nom exact mais matricule cartescolaire de schema DIGIT_PREFIX (region non decodable, voir SPRINT MINESEC V1.1) - geographie non verifiable independamment, pas de conflit connu"
