official_id,official_name,region,department,arrondissement,existing_match_id,existing_name,match_type,confidence,recommended_action
5EL1GSFD102441111,CES de MBELLE I,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EL1GSFD102849115,CES de NKOLMELEN,CENTRE,,,e087110f-bf8b-4006-9be7-fbecb566c560,École Publique de Melen,probable_fuzzy,medium,revue humaine obligatoire — correspondance incertaine
5EL1GSFD100193106,CES de NTUISSONG-OBALA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EL1GSBD110715109,Lyce Bilingue d'OBALA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EL1GSFD110185111,Lyce d'EFOK,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EL1GSFD110363111,Lyce d'EZEZANG-MENDOUM,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EL1GSFD112458074,Lyce d'OBALA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EL1GSFD110377112,Lyce de KOUDANDENG,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EL1GSFD110311110,Lyce de MINKAMA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EL1GSFD110340097,Lyce de NKOMOTOU,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EL1GSFD110017109,Lyce de YEMESSOA I,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EM1GSFD100806109,CES d'EKABITA-TOM,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EM1GSFD102454109,CES d'OKOUKOUDA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EM1GSFD102420111,CES de BITSINGDA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EM1GSFD102423111,CES de MINSOA I,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EM1GSFD102386112,CES de NGOYA II,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EM1GSFD102451112,CES de NKOLAKIE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EM1GSFD102429112,CES de NKOLEKOTSING,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EM1GSFD100792109,CES de VOA II,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EM1GSFD110122091,Lyce d'OKOLA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EM1GSFD110549111,Lyce de NKOLPOBLO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EM1GSFD112245109,Lyce de NTUISSONG-OKOLA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EM1GSFD110103106,Lyce de ZAMENGOUE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EN1GSFD102366109,CES d'ONDONDO I,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EN1GSFD100139110,CES de NKOLBOGO I,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EN1GSFD100160106,CES de NKOLZOA I,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EN1GSFD100127107,CES de NLONGZOG,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EN1GSFD100736108,CES de POLO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EN1GSBD100778113,Lyce Bilingue de SA'A,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EN1GSFD112179100,Lyce d'EKEKOM,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EN1GSFD110769115,Lyce de MENGAMA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EN1GSFD112128110,Lyce de NKOL-EBASSIMBI,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EN1GSFD111938106,Lyce de NKOLVE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5EN1GSFD112395091,Lyce de SA'A,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HC1GSFD100893109,CES de DONENKENG,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HC1GSFD101873111,CES de LABLE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HC1GSFD100920104,CES de MERENG,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HC1GSFD102850115,CES de RIMIS-BAFIA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HC1GSBD111839105,Lyce Bilingue de BAFIA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HC1GSFD112342106,Lyce Classique et Moderne de BAFIA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HE1GSFD102851115,CES d'EDIOLOMO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HH1GSFD100136105,CES de BANGONG,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HE1GSFD102690114,CES de BEGNI,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HE1GSFD100850111,CES de BOKAGA II,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HE1GSFD101052110,CES de GUEFIGUE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HE1GSFD100402113,CES de TCHEKOS,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HE1GSBD111897115,Lyce Bilingue de BOKITO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HE1GSFD110826111,Lyce de BALAMBA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HE1GSFD110592111,Lyce de YANGBEN,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HH1GSFD100540110,CES de BOKO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HH1GSFD110385110,Lyce de DEUK,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HI1GSBD103234120,CES Bilingue de KIIKI,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HI1GSFD100118110,CES de BEP,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HI1GSFD100383109,CES de BITANG,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HI1GSFD101969110,CES de GBARAM-YAKAN,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HI1GSFD110364107,Lyce de MOUKO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HJ1GSFD102445109,CES de BAPE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HJ1GSFD100112097,CES de BAYOMEN,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HJ1GSFD101965100,CES DE BONECK,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HJ1GSFD110451113,Lyce de KON-YAMBETTA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HK1GSBD103235120,CES Bilingue de MAKENENE-EST,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HK1GSBD102369112,Lyce Bilingue de MAKENENE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HK1GSFD110404097,Lyce de MAKENENE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HK1GSFD110446112,Lyce de NYOKON,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HL1GSFD100482108,CES de NDIKOKO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HL1GSFD101960102,CES de NDOKOWANEN,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HL1GSBD111917109,Lyce Bilingue de NDIKINIMEKI,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HL1GSFD110633107,Lyce de NEBOLEN,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HM1GSFD100501109,CES de NDOG-SONDEN,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HM1GSFD111928102,Lyce de NITOUKOU,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HN1GSBD100458111,CES Bilingue d'OMBESSA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HN1GSFD110626091,Lyce d'OMBESSA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HN1GSFD112360112,Lyce de BALIAMA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HN1GSFD110439118,Lyce de BOURAKA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5HN1GSFD110437115,Lyce de GUETSAMBANA-OMBESSA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IC1GSFD100456111,CES de BIAKOA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IC1GSFD100923110,CES de VOUNDOU,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IC1GSFD111954106,Lyce de MBANGASSINA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IC1GSFD110132114,Lyce de TEATE-EBINA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IJ1GSFD103027115,CES d'ISSANDJA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IE1GSFD102043112,CES de GAH,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IE1GSFD100845111,CES de KONG,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IE1GSFD100477110,CES de NDITAM,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IE1GSFD102983117,CES de NGOUME,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IE1GSBD111981106,Lyce Bilingue de NGAMBE-TIKAR,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IH1GSBD100192109,CES Bilingue de NYABIDI,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IH1GSFD101990109,CES d'EGONA II,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IH1GSFD112213103,Lyce de NGORO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IH1GSFD110401110,Lyce de YASSEM,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5II1GSFD100113112,CES de BILANGA-KOMBE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5II1GSFD102032112,CES de KOUSSE II,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IC1GSFD101058107,CES de YEBEKOLO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5II1GSBD110852111,Lyce Bilingue de NGUILA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5II1GSBD110413111,Lyce Bilingue de NTUI,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5II1GSFD110372092,Lyce de NTUI,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IJ1GSFD100462110,CES de DOUME-YOKO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IJ1GSFD100387110,CES de LINTE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IJ1GSFD102200110,CES de NDJOLE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IJ1GSFD102436111,CES de NGOUETOU,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5IJ1GSFD110811092,Lyce de YOKO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JC1GSFD101134100,CES d'AFANLOUM,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JE1GSFD101629108,CES de NKOLESSONG,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JE1GSFD111845105,Lyce d'OLANGUINA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JH1GSBD101724109,CES Bilingue d'AWAE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JH1GSFD101729108,CES de MIMBANG,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JH1GSFD101185105,CES de NGAT-AWAE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JH1GSFD101182108,CES de NGUINDA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JH1GSFD111172105,Lyce d'ELAT,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JH1GSFD111977092,Lyce Mixte d'AWAE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JI1GSFD100765100,CES d'EDZENDOUAN,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JI1GSFD110672114,Lyce de NDZANA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JJ1GSFD100666106,CES d'AFANETOUANA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JJ1GSFD100688113,CES d'EBODOUMOU,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JJ1GSFD100727110,CES d'EBOLZOK,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JJ1GSFD102187105,CES d'EWOT,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JJ1GSFD100647107,CES de MVENG-ESSABOUTOU,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JJ1GSBD111359115,Lyce Bilingue d'ESSE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JK1GSFD102427103,CES d'AWAE-MFOU,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JK1GSFD102438106,CES d'EKALI I,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JK1GSFD102432107,CES de MENDONG II,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JK1GSFD100142107,CES de MFOU-VILLE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JK1GSFD102418106,CES de NKASSOMO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JK1GSFD100126108,CES de NKOLOVENG,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JK1GSBD110733104,Lyce Bilingue de MFOU,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JK1GSFD112168079,Lyce Classique de MFOU,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JK1GSFD110763107,Lyce d'ABANG-NKONGOA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JK1GSFD110714099,Lyce d'ESSAZOK,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JK1GSFD110757115,Lyce de MBELOA-NSIMALEN,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JK1GSFD110726107,Lyce de NKOLNDA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JL1GSFD102415103,CES de MEVEN,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JL1GSFD100761112,CES de MINDICK,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JL1GSFD102413100,CES de NKOLMEYANG,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JL1GSFD100101105,CES de ZOASSI,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JL1GSFD110746098,Lyce Bilingue de NKOABANG-NKOLAFAMBA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JL1GSFD110739105,Lyce de NKOLAFAMBA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JN1GSBD102810115,CES Bilingue d'AKOUGOU,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JN1GSFD100695113,CES de NTOUESSONG V,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JN1GSBD102705114,Lyce Bilingue de NKOZOA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JN1GSFD110417111,Lyce d'ABONDO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JN1GSFD110333112,Lyce de MBANSAN,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JN1GSFD110425115,Lyce de NKOMETOU I,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JN1GSFD110014091,Lyce de SOA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5JN1GSFD110472109,Lyce Moderne de NKOZOA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KC1GSFD102449110,CES de MFIDA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KC1GSFD100304109,CES de NKOL-NLONG I,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KC1GSBD110298113,Lyce Bilingue d'AKONO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KE1GSFD102430111,CES d'EBOUG-MENYOU,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KE1GSFD100261099,CES d'EVINDISSI,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KE1GSFD100455100,CES de BIKOP,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KE1GSFD100274110,CES de NYOMO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KE1GSFD102442110,CES de ZOATOUPSI,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KE1GSBD110265115,Lyce Bilingue de BIKOK,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KE1GSFD110254111,Lyce de MEYILA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KH1GSBD110309112,Lyce Bilingue de MBALNGONG,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KH1GSBD110016114,Lyce Bilingue de MBANKOMO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KH1GSFD112410111,Lyce d'ANGONGO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KH1GSFD112202109,Lyce d'ONGOT,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KH1GSFD111947107,Lyce d'OVENG-MBANKOMO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KH1GSFD112422115,Lyce de BINGUELA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KH1GSFD110374106,Lyce de MEFOMO,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KH1GSFD110143111,Lyce de NKOLBIYEN,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KI1GSBD100285112,CES Bilingue de NKONGZOK II,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KI1GSFD100281106,CES de NKONG-ABOK,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KI1GSFD110250107,Lyce d'OTELE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5KI1GSFD112473074,Lyce de NGOUMOU,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5LC1GSFD102848115,CES d'EMANA-VILLAGE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5LC1GSFD102847115,CES de TSINGA-VILLAGE,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5LC1GSBD110334112,Lyce Bilingue d'EMANA,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5LC1GSBD112381112,Lyce Bilingue de NKOL-ETON,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
5LC1GSFD110673115,Lyce Bilingue de NYOM,CENTRE,,,,,no_match,none,candidat nouveau (aucune correspondance trouvée)
