staging_id,name,raw_name,region,city,institution_type,creation_order,opening_authorization,source,match_type,matched_establishment_id,decision,reason,pii_safe,extraction_status
9cb81063-6c34-4997-8053-356e9a3bdc80,"National Higher Institute of Business, Tourism and Hotel Management (NAHIBUTH)","National Higher Institute of Business, Tourism and Hotel Management (NAHIBUTH)",Nord-Ouest,Bamenda,IPES/Université d'Etat,N°17-07437/L/MINESUP/SG/DDES/ESUP/SDA/OAGS du 12 juillet 2017,N°17-07437/L/MINESUP/SG/DDES/ESUP/SDA/OAGS du 12 juillet 2017,https://minesup.gov.cm/?page_id=7829&preview=true,NO_MATCH (fiche détail disponible),,CLEAN_APPROVABLE,"candidat nouveau, aucun signal de doublon",false,PASS
09de0337-4fa9-44d0-9584-08cf5cfb779f,National Polytechnic University Institute (NPUI),National Polytechnic University Institute (NPUI),Nord-Ouest,,IPES/Université d'Etat,N°02/0053/MINESUP du,N°02/0074/MINESUP du 13 août 2002 complétée par l’arrêté N°06/0059/MINESUP du 02 juin 2006,https://minesup.gov.cm/?page_id=7799&preview=true,NO_MATCH (fiche détail disponible),,CLEAN_APPROVABLE,"candidat nouveau, aucun signal de doublon",false,PASS
22021e99-1aee-4d7a-a964-e7b6a5cc8a88,"Paul Nkwi Higher Institute of Management, Science, Arts and Technology (PN-HIMSAT)","Paul Nkwi Higher Institute of Management, Science, Arts and Technology (PN-HIMSAT)",Nord-Ouest,Njinikom,IPES/Université d'Etat,N°17-08215/L/MINESUP/SG/DDES/ESUP/SDA/OPC du 08 août 2017,N°17-08215/L/MINESUP/SG/DDES/ESUP/SDA/OPC du 08 août 2017,https://minesup.gov.cm/?page_id=7832&preview=true,NO_MATCH (fiche détail disponible),,CLEAN_APPROVABLE,"candidat nouveau, aucun signal de doublon",false,PASS
baaa34bc-c47c-45be-975e-6bd35854b142,Pauls’s Computer Higher Institute of Technology (PC-HITECH),Pauls’s Computer Higher Institute of Technology (PC-HITECH),Nord-Ouest,,IPES/Université d'Etat,N°15/00760/MINESUP/SG/DDES/ESUP/SDA/NJN du 30 janvier 2015,N°15/00760/MINESUP/SG/DDES/ESUP/SDA/NJN du 30 janvier 2015,https://minesup.gov.cm/?page_id=7801&preview=true,NO_MATCH (fiche détail disponible),,CLEAN_APPROVABLE,"candidat nouveau, aucun signal de doublon",false,PASS
207d940b-48c0-4851-8e12-61bc873e9fb6,Pyramid Higher Institute of Professional Studies,Pyramid Higher Institute of Professional Studies,Nord-Ouest,,IPES/Université d'Etat,N°13/0402/MINESUP/SG/DDES du 10 septembre 2013,N°06/0056/MINESUP du 02 juin 2006.,https://minesup.gov.cm/?page_id=7803&preview=true,NO_MATCH (fiche détail disponible),,CLEAN_APPROVABLE,"candidat nouveau, aucun signal de doublon",false,PASS
20c6bd24-b075-46f3-987f-7b28bba783c8,Saint Louis Higher Institute of Health and Biomedical Sciences,Saint Louis Higher Institute of Health and Biomedical Sciences,Nord-Ouest,,IPES/Université d'Etat,N°05/0010/MINESUP du,"N°06/0056/MINESUP du 02 juin 2006,",https://minesup.gov.cm/?page_id=7805&preview=true,NO_MATCH (fiche détail disponible),,CLEAN_APPROVABLE,"candidat nouveau, aucun signal de doublon",false,PASS
2f80a015-4e54-431b-bf47-dab5faece189,ST Jude’s Higher Institute of Nursing and Biomedical,ST Jude’s Higher Institute of Nursing and Biomedical,Nord-Ouest,,IPES/Université d'Etat,N°07/0135/MINESUP du 21 septembre 2007,N°07/0144/MINESUP du 21 septembre 2007,https://minesup.gov.cm/?page_id=7807&preview=true,NO_MATCH (fiche détail disponible),,CLEAN_APPROVABLE,"candidat nouveau, aucun signal de doublon",false,PASS
732f7580-1189-4dad-a370-9268a2bd64c2,ST Thierry Higher Institute of Health Science and Technology (SHIHSAT),ST Thierry Higher Institute of Health Science and Technology (SHIHSAT),Nord-Ouest,,IPES/Université d'Etat,,,http://www.minesup.gov.cm/web1/web/index.php/st-thierry-higher-institute-of-health-science-and-technology-shihsat/,NO_MATCH (fiche détail disponible),,CLEAN_APPROVABLE,"candidat nouveau, aucun signal de doublon",true,PASS
717072ae-b3f3-40aa-8278-c7ba249de610,Taniform Higher Institute of Learning (THIL),Taniform Higher Institute of Learning (THIL),Nord-Ouest,Bamenda,IPES/Université d'Etat,N°19-04400/L/MINESUP/DDES/ESUP/SSIPES/LMN du 15 avril 2019,N°19-04400/L/MINESUP/DDES/ESUP/SSIPES/LMN du 15 avril 2019,https://minesup.gov.cm/?page_id=7818&preview=true,NO_MATCH (fiche détail disponible),,CLEAN_APPROVABLE,"candidat nouveau, aucun signal de doublon",false,PASS
36a3705c-770b-4f86-baac-e8129c0a73e4,Saint Laurence Higher Institute (SLHI),Saint Laurence Higher Institute (SLHI),NORD-OUEST,BAMENDA/NDOP,IPES/Université d'Etat,N°1708245/L/MINESUP/SG/DDES/ESUP/SDA/DAGS du 09 Août 2017,N°2107/MINESUP/SG/DDES/ESUP/SDA/… du 02 décembre 2021,https://minesup.gov.cm/index.php/saint-laurence-higher-institute-slhi/,NO_MATCH (fiche détail disponible),,CLEAN_APPROVABLE,"candidat nouveau, aucun signal de doublon",true,PASS
31965814-6dba-420e-a64b-95f664ed8f37,Saint Michael Higher Institute of Professional Studies (SHIPS),Saint Michael Higher Institute of Professional Studies (SHIPS),Nord-Ouest,Bamenda,IPES/Université d'Etat,N°19-04625/L/MINESUP/DDES/ESUP/SSIPES/LMN du 17 avril 2019,N°19-04625/L/MINESUP/DDES/ESUP/SSIPES/LMN du 17 avril 2019,https://minesup.gov.cm/?page_id=7821&preview=true,NO_MATCH (fiche détail disponible),,CLEAN_APPROVABLE,"candidat nouveau, aucun signal de doublon",false,PASS
eca6c03c-455a-4eb4-9332-95d4669111a6,Catholic School of Health Sciences Shisong,Catholic School of Health Sciences Shisong,Nord-Ouest,Kumbo (Shisong),IPES/Université d'Etat,N°16-0830/MINESUP/SG/DDES/ESUP du 14 septembre 2016,N°13/0052/MINESUP du  09 janvier 2013,https://minesup.gov.cm/?page_id=7823&preview=true,NO_MATCH (fiche détail disponible),,CLEAN_APPROVABLE,"candidat nouveau, aucun signal de doublon",false,PASS
12138617-9841-4df0-b8b4-156ba5b6bbba,University of Bamenda,University of Bamenda,Nord-Ouest,,IPES/Université d'Etat,,,https://uniba.cm/,NO_MATCH (liste seule),,SOURCE_REVIEW,aucune fiche détail MINESUP disponible pour ce candidat,true,PASS
