staging_id,name_raw,name_normalized,region,programs,education_family,category_decision,category_evidence,classification,classification_reason,match_live_level,match_staging_level,status,source
265476d2-d4fe-4e6d-adc7-39cabdc01fa8,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FONDATION SAINT MAURICE DE BAFOUSSAM,de formation des personnels de sante fondation saint maurice de bafoussam,Ouest,Infirmiers,health_training,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future.",DUPLICATE_REVIEW,Ambiguïté de dédoublonnage NON résolue au sein du pilote (§9-10) — voir minsante-b-dedup-review.csv pour le(s) candidat(s) apparenté(s).,NO_MATCH,NO_MATCH,duplicate_review,https://examen-national-special-minsante.cm/loadfile/L2hvbWUvZXhhbWVuL2NvbmNvdXJzZnJhbWV3b3JrL3N0b3JhZ2UvcGRmL3BhZ2VzL3Jlc3VsdGF0cy9MSVNURV9FQ09MRVNfQUdSRUVTX01JTlNBTlRFXzIwMjUucGRm
5f99f3be-fd64-4d9a-a8fd-709d9e4f0821,"ECOLE PRIVEE DE FORMATION DES PERSONNELS SANITAIRES ""SAINT JOSEPH"" DE BAFOUSSAM",de formation des personnels sanitaires saint joseph de bafoussam,Ouest,Analyses Médicales | Infirmiers,health_training,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future.",DUPLICATE_REVIEW,Ambiguïté de dédoublonnage NON résolue au sein du pilote (§9-10) — voir minsante-b-dedup-review.csv pour le(s) candidat(s) apparenté(s).,NO_MATCH,NO_MATCH,duplicate_review,https://examen-national-special-minsante.cm/loadfile/L2hvbWUvZXhhbWVuL2NvbmNvdXJzZnJhbWV3b3JrL3N0b3JhZ2UvcGRmL3BhZ2VzL3Jlc3VsdGF0cy9MSVNURV9FQ09MRVNfQUdSRUVTX01JTlNBTlRFXzIwMjUucGRm
0e0202b8-3175-4db9-890d-0294057239a1,ECOLE PRIVEE DE FORMATION DU PERSONNEL DE LA SANTE DE BAFOUSSAM,de formation du personnel de la sante de bafoussam,Ouest,Analyses Médicales | Infirmiers | Sages-femmes/Maïeuticiens,health_training,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future.",CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future.",NO_MATCH,NO_MATCH,normalized,https://examen-national-special-minsante.cm/loadfile/L2hvbWUvZXhhbWVuL2NvbmNvdXJzZnJhbWV3b3JrL3N0b3JhZ2UvcGRmL3BhZ2VzL3Jlc3VsdGF0cy9MSVNURV9FQ09MRVNfQUdSRUVTX01JTlNBTlRFXzIwMjUucGRm
79370ccb-3f09-426f-bdc7-bc6ac9055345,ECOLE PRIVEE DES SCIENCES DE LA SANTE MENO DE BAMENA,des sciences de la sante meno de bamena,Ouest,Sages-femmes/Maïeuticiens,health_training,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future.",CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future.",NO_MATCH,NO_MATCH,normalized,https://examen-national-special-minsante.cm/loadfile/L2hvbWUvZXhhbWVuL2NvbmNvdXJzZnJhbWV3b3JrL3N0b3JhZ2UvcGRmL3BhZ2VzL3Jlc3VsdGF0cy9MSVNURV9FQ09MRVNfQUdSRUVTX01JTlNBTlRFXzIwMjUucGRm
2c29d228-e387-4db1-a855-7425c05e6a96,ECOLE PRIVEE FONDATION JEUGEUVOU FOWANG DE BAFOUSSAM,fondation jeugeuvou fowang de bafoussam,Ouest,Analyses Médicales | Infirmiers,health_training,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future.",DUPLICATE_REVIEW,Ambiguïté de dédoublonnage NON résolue au sein du pilote (§9-10) — voir minsante-b-dedup-review.csv pour le(s) candidat(s) apparenté(s).,NO_MATCH,NO_MATCH,duplicate_review,https://examen-national-special-minsante.cm/loadfile/L2hvbWUvZXhhbWVuL2NvbmNvdXJzZnJhbWV3b3JrL3N0b3JhZ2UvcGRmL3BhZ2VzL3Jlc3VsdGF0cy9MSVNURV9FQ09MRVNfQUdSRUVTX01JTlNBTlRFXzIwMjUucGRm
9c4b9a28-1aa2-4fc2-baa8-48d3919758f7,ECOLE PRIVEE FONDATION TCHUENTE DE BAFOUSSAM,fondation tchuente de bafoussam,Ouest,Infirmiers,health_training,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future.",DUPLICATE_REVIEW,Ambiguïté de dédoublonnage NON résolue au sein du pilote (§9-10) — voir minsante-b-dedup-review.csv pour le(s) candidat(s) apparenté(s).,NO_MATCH,NO_MATCH,duplicate_review,https://examen-national-special-minsante.cm/loadfile/L2hvbWUvZXhhbWVuL2NvbmNvdXJzZnJhbWV3b3JrL3N0b3JhZ2UvcGRmL3BhZ2VzL3Jlc3VsdGF0cy9MSVNURV9FQ09MRVNfQUdSRUVTX01JTlNBTlRFXzIwMjUucGRm
f56097c9-ac2a-4bae-95af-2838aed0033f,INSTITUT DES SCIENCES DE LA SANTE POOLA DE BAFOUSSAM,des sciences de la sante poola de bafoussam,Ouest,Analyses Médicales | Infirmiers | Sages-femmes/Maïeuticiens,health_training,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future.",DUPLICATE_REVIEW,Ambiguïté de dédoublonnage NON résolue au sein du pilote (§9-10) — voir minsante-b-dedup-review.csv pour le(s) candidat(s) apparenté(s).,NO_MATCH,NO_MATCH,duplicate_review,https://examen-national-special-minsante.cm/loadfile/L2hvbWUvZXhhbWVuL2NvbmNvdXJzZnJhbWV3b3JrL3N0b3JhZ2UvcGRmL3BhZ2VzL3Jlc3VsdGF0cy9MSVNURV9FQ09MRVNfQUdSRUVTX01JTlNBTlRFXzIwMjUucGRm
bbf4f625-3574-4bfa-b17a-278282b3bb6f,INSTITUT DES SCIENCES ET TECHNIQUES MEDICO-SANITAIRES DE BAFOUSSAM,des sciences et techniques medico sanitaires de bafoussam,Ouest,Analyses Médicales,health_training,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future.",DUPLICATE_REVIEW,Ambiguïté de dédoublonnage NON résolue au sein du pilote (§9-10) — voir minsante-b-dedup-review.csv pour le(s) candidat(s) apparenté(s).,NO_MATCH,NO_MATCH,duplicate_review,https://examen-national-special-minsante.cm/loadfile/L2hvbWUvZXhhbWVuL2NvbmNvdXJzZnJhbWV3b3JrL3N0b3JhZ2UvcGRmL3BhZ2VzL3Jlc3VsdGF0cy9MSVNURV9FQ09MRVNfQUdSRUVTX01JTlNBTlRFXzIwMjUucGRm
500e77b8-68a9-4e4f-8e0f-032890ff8520,INSTITUT DES SCIENCES MEDICO-SANITAIRES LES ARGUS DE BANDJOUN,des sciences medico sanitaires les argus de bandjoun,Ouest,Odontostomatologie,health_training,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future.",DUPLICATE_REVIEW,Ambiguïté de dédoublonnage NON résolue au sein du pilote (§9-10) — voir minsante-b-dedup-review.csv pour le(s) candidat(s) apparenté(s).,NO_MATCH,NO_MATCH,duplicate_review,https://examen-national-special-minsante.cm/loadfile/L2hvbWUvZXhhbWVuL2NvbmNvdXJzZnJhbWV3b3JrL3N0b3JhZ2UvcGRmL3BhZ2VzL3Jlc3VsdGF0cy9MSVNURV9FQ09MRVNfQUdSRUVTX01JTlNBTlRFXzIwMjUucGRm
a2f1cf0b-520e-42b1-bb84-81a20f9de8a3,INSTITUT INTERNATIONAL DE FORMATION DE PERSONNELS PARAMEDICAUX IFOPP DE FOUMBOT,international de formation de personnels paramedicaux ifopp de foumbot,Ouest,Infirmiers,health_training,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future.",CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future.",NO_MATCH,NO_MATCH,normalized,https://examen-national-special-minsante.cm/loadfile/L2hvbWUvZXhhbWVuL2NvbmNvdXJzZnJhbWV3b3JrL3N0b3JhZ2UvcGRmL3BhZ2VzL3Jlc3VsdGF0cy9MSVNURV9FQ09MRVNfQUdSRUVTX01JTlNBTlRFXzIwMjUucGRm
27a2a636-eced-4971-8f62-67d8d1028ab3,"INSTITUT TROPICAL DE FORMATION EN PLAIES CHRONIQUES ET EN SOINS INFIRMIERS ""MOULLEC"" DE BALEVENG",tropical de formation en plaies chroniques et en soins infirmiers moullec de baleveng,Ouest,Infirmiers,health_training,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future.",CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future.",NO_MATCH,NO_MATCH,normalized,https://examen-national-special-minsante.cm/loadfile/L2hvbWUvZXhhbWVuL2NvbmNvdXJzZnJhbWV3b3JrL3N0b3JhZ2UvcGRmL3BhZ2VzL3Jlc3VsdGF0cy9MSVNURV9FQ09MRVNfQUdSRUVTX01JTlNBTlRFXzIwMjUucGRm
6b365ea6-5cb6-43b0-ac22-cabd3a60b8e5,INSTITUT UNIVERSITAIRE ROYAL BABOUTCHA NINTCHEU (IURB) DE BAFANG,universitaire royal baboutcha nintcheu iurb de bafang,Ouest,Infirmiers,health_training,HEALTH_TRAINING_HIGHER_ED,Titre officiel contient un mot de niveau explicite (supérieur/universitaire/université/faculté) — auto-déclaré par l'établissement.,CLEAN_APPROVABLE,"Aucun signal de doublon (live/staging/dédup), catégorie suffisamment comprise, aucun problème de source, aucune PII.",NO_MATCH,NO_MATCH,ready,https://examen-national-special-minsante.cm/loadfile/L2hvbWUvZXhhbWVuL2NvbmNvdXJzZnJhbWV3b3JrL3N0b3JhZ2UvcGRmL3BhZ2VzL3Jlc3VsdGF0cy9MSVNURV9FQ09MRVNfQUdSRUVTX01JTlNBTlRFXzIwMjUucGRm
