official_name,category_hint,city,source_name,source_url,source_type,match_type,matched_against
COLLEGE CHRISTINA,college,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/colleges-prives-laics/,tier3,ALREADY_STAGING,COLLEGE CHRISTINA
COLLEGE DE LA LIBERTE,college,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/colleges-prives-laics/,tier3,ALREADY_LIVE,Complexe Scolaire La Liberté
COLLEGE DE LA RESPONSABILITE,college,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/colleges-prives-laics/,tier3,ALREADY_STAGING,COLLEGE DE LA RESPONSABILITE
COLLEGE DE LA RETRAITE EDINGELE,college,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/colleges-prives-laics/,tier3,ALREADY_STAGING,COLLEGE DE LA RETRAITE EDINGELE
COLLEGE DU LEVANT BONABERI,college,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/colleges-prives-laics/,tier3,ALREADY_STAGING,COLLEGE DU LEVANT BONABERI
FONDATION KAMTCHOUM-NDAMI COLLEGE,college,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/colleges-prives-laics/,tier3,ALREADY_STAGING,FONDATION KAMTCHOUM-NDAMI COLLEGE
Lycée d'Akwa,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée d'Akwa
Lycée Technique d'Akwa,lycee_technique_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée d'Akwa
Lycée Technique de Bonadoumbè,lycee_technique_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Technique de Bonadoumbè
Lycée Technique de Douala-Koumassi,lycee_technique_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Technique de Douala-Koumassi
Lycée Bilingue de New-Bell,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_LIVE,Lycée de New Bell
Lycée Mongo Joseph,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Mongo Joseph
Lycée Bilingue de Nyalla,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Bilingue de Nyalla
Lycée Génie Militaire,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Génie Militaire
Lycée de Japoma,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée de Japoma
Lycée Bilingue de PK21-Massoumbou,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Bilingue de PK21-Massoumbou
Lycée Bilingue de Ngodi-Bakoko,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Bilingue de Ngodi-Bakoko
Lycée Bilingue de Bobongo Petit-Paris,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Bilingue de Bobongo Petit-Paris
Lycée d'Oyack,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée d'Oyack
Lycée de Ndog Hem,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée de Ndog Hem
Lycée Bilingue de Nylon Ndogpassi,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Bilingue de Nylon Ndogpassi
Lycée Bilingue de Nylon-Brazzaville,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Bilingue de Nylon-Brazzaville
Lycée Technique de Nylon-Ndogpassi ZR,lycee_technique_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Technique de Nylon-Ndogpassi ZR
Lycée Polyvalent de Bonabéri,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Polyvalent de Bonabéri
Lycée de Sodiko,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée de Sodiko
Lycée Bilingue de Bonassama,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Bilingue de Bonassama
Lycée Bilingue de Bonabéri,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Polyvalent de Bonabéri
Lycée Bilingue de Bojongo,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Bilingue de Bojongo
Lycée Bilingue de Mambanda,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Bilingue de Mambanda
Lycée Technique de Bonabéri-Bonendalè,lycee_technique_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Technique de Bonabéri-Bonendalè
Lycée Bilingue de Makepe,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Bilingue de Makepe
Lycée d'Akwa-Nord Bonamoussadi,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée d'Akwa-Nord Bonamoussadi
Lycée de la Cité des Palmiers,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,REVIEW_REQUIRED,Complexe Scolaire Bilingue Les Palmiers
Lycée Bilingue de Logpom,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Bilingue de Logpom
Lycée Bilingue de Bépanda,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Bilingue de Bépanda
CES de la Cité Sic,ces_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,CES de la Cité Sic
Lycée Technique de Douala Bassa,lycee_technique_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,REVIEW_REQUIRED,Lycée Technique de Bassa
CETIC de Logbessou,cetic_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,CETIC de Logbessou
Lycée Bilingue de Manoka,lycee_public,Douala,Osidimbea — La Mémoire du Cameroun,https://memoirelittoral0.jimdofree.com/secondaire/littoral/etablissements-publics/,tier3,ALREADY_STAGING,Lycée Bilingue de Manoka
Sacred Heart College Douala,college_confessionnel,Douala,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
Mother Teresa's College Bonaberi,college_confessionnel,Douala,Recherche web générale,,tier3,REVIEW_REQUIRED,COLLEGE DU LEVANT BONABERI
All Saints Bilingual College Bonaberi,college_bilingue,Douala,Recherche web générale,,tier3,REVIEW_REQUIRED,COLLEGE DU LEVANT BONABERI
Douala Academy Of Arts & Science Bonaberi,college,Douala,Recherche web générale,,tier3,REVIEW_REQUIRED,COLLEGE DU LEVANT BONABERI
Atlantic Bilingual College Douala,college_bilingue,Douala,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
Horizon Bilingual Educational Complex Douala,college_bilingue,Douala,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
CBS Bonapriso,college_bilingue,Douala,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
LMBC Bonamoussadi,college_bilingue,Douala,Recherche web générale,,tier3,REVIEW_REQUIRED,Lycée d'Akwa-Nord Bonamoussadi
Collège Bilingue Saint Laurent de Douala,college_bilingue,Douala,InovEdu / ecolesaucameroun.com,https://ecolesaucameroun.com/etat-ecole?id=2788-college-bilingue-saint-laurent-de-douala,tier3,REVIEW_REQUIRED,École Catholique Saint-Michel
National Bilingual College Bonaberi,college_bilingue,Douala,Recherche web générale,,tier3,REVIEW_REQUIRED,COLLEGE DU LEVANT BONABERI
Saint Lawrence Comprehensive College Douala,college_confessionnel,Douala,Recherche web générale,,tier3,REVIEW_REQUIRED,École Catholique Saint-Michel
Collège privé Montesquieu,college,Douala,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
Lycée français Dominique-Savio,lycee_prive,Douala,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
Collège privé Sainte-Marthe,college_confessionnel,Douala,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
COLLEGE BILINGUE EXCELLENCE TERCIO,college_bilingue,Douala,InovEdu,https://www.inovedu.net/fr/schooldirectory/schools/cameroon/douala/secondaire/college-bilingue-excellence-tercio,tier3,ALREADY_STAGING,COLLEGE BILINGUE EXCELLENCE TERCIO
COLLEGE POLYVALENT BILINGUE BAHO,college_bilingue,Douala,InovEdu,https://www.inovedu.net/fr/schooldirectory/schools/cameroon/douala/secondaire/college-polyvalent-bilingue-baho,tier3,ALREADY_STAGING,COLLEGE POLYVALENT BILINGUE BAHO
COLLEGE BILINGUE DU CENTRE,college_bilingue,Douala,ecolesaucameroun.com,https://ecolesaucameroun.com/ecole.php?id=2967-college-bilingue-du-centre-arrondissement-de-douala-v,tier3,REVIEW_REQUIRED,Centre de Formation en Informatique et Bureautique (CFIB)
COLLEGE POLYVALENT BILINGUE DU VAAL,college_bilingue,Douala,InovEdu,https://www.inovedu.net/fr/schooldirectory/schools/cameroon/douala/secondaire/college-polyvalent-bilingue-du-vaal,tier3,REVIEW_REQUIRED,DU VAAL International School
Collège Bilingue le Québécois,college_bilingue,Douala,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
"Étoiles des Anges (PK19, Entrée Chefferie)",college_et_lycee,Douala,Recherche web générale / Groupe des Anges Douala,https://groupedesanges.com/groupe-des-anges-douala-primaire-secondaire/,tier3,REVIEW_REQUIRED,Garderie Bilingue Les Étoiles
