official_name,category_hint,city,source_name,source_url,source_type,match_type,matched_against
Lycée Bilingue d'Essos,lycee_public,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-publics/,tier3,SOURCE_VERIFIED_REVIEW,
Lycée de Ngousso-Ngoulmekong,lycee_public,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-publics/,tier3,SOURCE_VERIFIED_REVIEW,
Lycée de Nkolmesseng,lycee_public,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-publics/,tier3,SOURCE_VERIFIED_REVIEW,
Lycée Bilingue de Mendong,lycee_public,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-publics/,tier3,SOURCE_VERIFIED_REVIEW,
Lycée Bilingue d'Etoug-Ebé,lycee_public,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-publics/,tier3,SOURCE_VERIFIED_REVIEW,
Lycée d'Ekorezok,lycee_public,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-publics/,tier3,SOURCE_VERIFIED_REVIEW,
Lycée Technique Bilingue de Nkolbisson,lycee_technique_public,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-publics/,tier3,ALREADY_LIVE,Lycée Technique de Nkolbisson
Collège Jean Tabi,college_catholique,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,tier3,SOURCE_VERIFIED_REVIEW,
Collège Bénoit XVI,college_catholique,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,tier3,SOURCE_VERIFIED_REVIEW,
Séminaire Sainte Thérèse,college_catholique,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,tier3,REVIEW_REQUIRED,Garderie-Maternelle Sainte-Anne
Collège Benigna d'Etoudi,college_catholique,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,tier3,SOURCE_VERIFIED_REVIEW,
Collège Notre-Dame de Mimetala,college_catholique,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,tier3,SOURCE_VERIFIED_REVIEW,
Collège Benisuza,college_catholique,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,tier3,SOURCE_VERIFIED_REVIEW,
Collège St Joseph de Messa Mvelé,college_catholique,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,tier3,SOURCE_VERIFIED_REVIEW,
Collège Notre-Dame des Victoires,college_catholique,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,tier3,SOURCE_VERIFIED_REVIEW,
Institut René Graffin,college_catholique,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,tier3,SOURCE_VERIFIED_REVIEW,
CETIF Benigna,cetif_catholique,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,tier3,SOURCE_VERIFIED_REVIEW,
CETI Sacré-Coeur de Mokolo,ceti_catholique,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,tier3,REVIEW_REQUIRED,École Publique de Mokolo
CETI Jeanne Alegué,ceti_catholique,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,tier3,SOURCE_VERIFIED_REVIEW,
CETIG Bénédictin du Mt Febé,cetig_catholique,Yaoundé,Osidimbea — La Mémoire du Cameroun,https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-catholiques/,tier3,SOURCE_VERIFIED_REVIEW,
Collège Privé Larousse,college,Yaoundé,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
Complexe scolaire de l'Espérance,college,Yaoundé,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
Complexe Scolaire International La Gaieté,college,Yaoundé,Recherche web générale,,tier3,REVIEW_REQUIRED,Collège Bilingue International
Government Bilingual Prac. High School,college_bilingue,Yaoundé,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
Government Bilingual High School,college_bilingue,Yaoundé,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
Mevick Bilingual Grammar School,college_bilingue,Yaoundé,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
Shakespeare Bilingual Sec. School,college_bilingue,Yaoundé,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
English High School Yaoundé,college_bilingue,Yaoundé,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
Oxford Comprehensive High School,college,Yaoundé,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
Ayungha Bilingual College,college_bilingue,Yaoundé,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
Amasia Bilingual Secondary School,college_bilingue,Yaoundé,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
Mario Academic Complex,college,Yaoundé,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
British Isles International School Bastos,college,Yaoundé,Recherche web générale,,tier3,REVIEW_REQUIRED,Collège Bilingue International
British School of Cameroon,college,Yaoundé,Recherche web générale,,tier3,INSUFFICIENT_SOURCE,
GOPAL BILINGUAL SECONDARY SCHOOL,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
ACADEMIC COLLEGE OF EXCELLENCE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
BILIK-CITY BILINGUAL COMPLEX,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
CENTRE EDUCATIF D'EKOUDOU BASTOS (CEEB),college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,REVIEW_REQUIRED,Centre de Formation en Couture et Mode de Yaoundé
COLLEGE BILINGUE PRIVE LAIC WILLIAN BOOTH,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE BILINGUE SEAT OF WISDOM,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE BILINGUE SIBAFO,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE D'ENSEIGNEMENT TECHNIQUE ET GENERAL DE L'UNITE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,REVIEW_REQUIRED,Lycée Général Leclerc
COLLEGE FIDO,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE IPLEX EDUCATION,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE OLIVERAIE DE NYOM,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE OMGBA NDONGO,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE PENIEL,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE PRIVE BILINGUE LES PIERRES PRECIEUSES,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE PRIVE LAÏC CHARLES MBAKOP,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE PRIVE LAIC ENFANT D'AFRIQUE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,REVIEW_REQUIRED,Université Catholique d’Afrique
COLLEGE PRIVE LAÏC FAPO,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE PRIVE LAÏC L'EMERGENCE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE PRIVE LAÏC LA FORGE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE PRIVE LAÏC LA VICTOIRE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,ALREADY_LIVE,Complexe Scolaire La Victoire
COLLEGE PRIVE LAÏC MARCEL BAYARDON,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE PRIVE LAÏC MVOM-NNAM,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE SAINTE FAMILLE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,REVIEW_REQUIRED,Garderie-Maternelle Sainte-Anne
COLLEGE SOCRATE ELANDI,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COMPLEXE SCOLAIRE BILINGUE METENOU,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COMPLEXE SCOLAIRE ILE EDUCATIVE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
"COMPLEXE SCOLAIRE INTERNATIONALE ""LA GAIETE",college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COMPLEXE SCOLAIRE ORNEL BILINGUAL ACADEMY,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COMPLEXE SCOLAIRE SAINT ANDRE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,REVIEW_REQUIRED,École Française André Malraux
CTI-NYOM,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
FONDATION TSOUNGUI,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
INSTITUT BILINGUE D'ETOUDI,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
INSTITUT BILINGUE TOUMWA (IBT),college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
INSTITUT BLAISE PASCAL,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
INSTITUT MATAMFEN,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
INSTITUT MODERNE MBASSI,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
INSTITUT POLYVALENT JUNIOR,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
INSTITUT PRIVE LAÏC DE DEVELOPPEMENT INDUSTRIEL ET COMMERCIAL (ISDIC),college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE DE L'UNITE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE TECHNIQUE INDUSTRIEL,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
CETI BENIGNA,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE PRIVE LAIC FAPO,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE PRIVE LAIC INSTITUT JEAN BODY ZIBI,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
CETI SACRE COEUR DE MOKOLO,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé I)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,REVIEW_REQUIRED,École Publique de Mokolo
BODIO BILINGUAL COMPLEX,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé V)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
CAMEROON SCHOOL OF EXCELLENCE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé V)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE BILINGUE GOLDEN INSTITUTE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé V)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE FADIMATOU HADJA,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé V)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE FOCHE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé V)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE LA DIGNITE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé V)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE MATHIEU ET CLAIRE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé V)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE POLYVALENT SAINT AUGUSTIN,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé V)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE PRIVE DU SUCCES,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé V)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE PRIVE LAIC DE L'ESPERANCE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé V)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE PRIVE LAÏC DJA'ANKEU,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé V)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE PRIVE LAÏC INTERNATIONAL PYTHAGORE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé V)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,REVIEW_REQUIRED,Collège Bilingue International
COLLEGE PRIVE LAIC LAROUSSE,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé V)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
"COLLEGE PRIVE LAÏC LE ""FANION""",college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé V)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
COLLEGE PRIVE LAIC LES CHANTERELLES,college,Yaoundé,"Osidimbea — La Mémoire du Cameroun (extraction complète, Yaoundé V)",https://memoirecentre0.jimdofree.com/secondaire/centre/mfoundi-prives-laics/,tier3,SOURCE_VERIFIED_REVIEW,
